"MSZoning","Alley","LotShape","LandContour","LotConfig","Neighborhood","Condition1","BldgType","HouseStyle","RoofStyle","Exterior1st","MasVnrType","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","HeatingQC","Electrical","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenQual","Functional","Fireplaces","FireplaceQu","GarageType","GarageFinish","GarageCars","GarageQual","GarageCond","PavedDrive","PoolQC","Fence","MiscFeature"
"MSZoningRL","","LotShapeReg","LandContourLow","LotConfigInside","NeighborhoodMitchel","Condition1Norm","BldgType2fmCon","HouseStyle1Story","RoofStyleGable","Exterior1stMetalSd","MasVnrTypeStone","ExterQualTA","ExterCondGd","FoundationCBlock","BsmtQualTA","BsmtCondTA","BsmtExposureAv","BsmtFinType1BLQ","HeatingQCEx","ElectricalSBrkr","BsmtFullBath1","","FullBath1","","BedroomAbvGr3","KitchenQualTA","FunctionalTyp","Fireplaces1","FireplaceQuTA","GarageType2Types","GarageFinishFin","GarageCars4","GarageQualTA","GarageCondTA","PavedDriveY","","",""
"MSZoningFV","AlleyPave","LotShapeReg","LandContourLvl","LotConfigInside","NeighborhoodSomerst","Condition1Norm","BldgTypeTwnhs","HouseStyle2Story","RoofStyleGable","Exterior1stMetalSd","MasVnrTypeBrkFace","ExterQualGd","ExterCondTA","FoundationPConc","BsmtQualGd","BsmtCondTA","BsmtExposureNo","BsmtFinType1Unf","HeatingQCEx","ElectricalSBrkr","","","FullBath2","HalfBath1","BedroomAbvGr2","KitchenQualGd","FunctionalTyp","","","GarageTypeDetchd","GarageFinishUnf","GarageCars2","GarageQualTA","GarageCondTA","PavedDriveY","","",""
"MSZoningRM","AlleyGrvl","LotShapeReg","LandContourLvl","LotConfigInside","NeighborhoodOldTown","Condition1Norm","BldgType1Fam","HouseStyle1.5Fin","RoofStyleGambrel","Exterior1stVinylSd","MasVnrTypeNone","ExterQualTA","ExterCondTA","FoundationPConc","BsmtQualTA","BsmtCondTA","BsmtExposureMn","BsmtFinType1Unf","HeatingQCGd","ElectricalSBrkr","","","FullBath1","","BedroomAbvGr3","KitchenQualGd","FunctionalTyp","","","GarageTypeDetchd","GarageFinishUnf","GarageCars1","GarageQualTA","GarageCondFa","PavedDriveP","","FenceGdWo",""
"MSZoningRM","","LotShapeReg","LandContourLvl","LotConfigFR2","NeighborhoodMitchel","Condition1Norm","BldgTypeTwnhsE","HouseStyle1Story","RoofStyleHip","Exterior1stVinylSd","MasVnrTypeBrkFace","ExterQualTA","ExterCondTA","FoundationPConc","BsmtQualEx","BsmtCondTA","BsmtExposureNo","BsmtFinType1GLQ","HeatingQCEx","ElectricalSBrkr","BsmtFullBath1","","FullBath2","","BedroomAbvGr2","KitchenQualTA","FunctionalTyp","","","GarageTypeAttchd","GarageFinishFin","GarageCars2","GarageQualTA","GarageCondTA","PavedDriveY","","",""
"MSZoningRL","","LotShapeReg","LandContourLvl","LotConfigCorner","NeighborhoodSawyer","Condition1Norm","BldgType1Fam","HouseStyle2Story","RoofStyleGable","Exterior1stHdBoard","MasVnrTypeStone","ExterQualTA","ExterCondTA","FoundationCBlock","BsmtQualTA","BsmtCondTA","BsmtExposureNo","BsmtFinType1ALQ","HeatingQCTA","ElectricalSBrkr","","","FullBath1","HalfBath1","BedroomAbvGr4","KitchenQualTA","FunctionalTyp","","","GarageTypeAttchd","GarageFinishFin","GarageCars1","GarageQualTA","GarageCondTA","PavedDriveY","","FenceMnPrv",""
"MSZoningRL","","LotShapeIR1","LandContourLvl","LotConfigInside","NeighborhoodGilbert","Condition1Norm","BldgType1Fam","HouseStyle2Story","RoofStyleGable","Exterior1stVinylSd","MasVnrTypeNone","ExterQualTA","ExterCondTA","FoundationPConc","BsmtQualGd","BsmtCondTA","BsmtExposureNo","BsmtFinType1Unf","HeatingQCEx","ElectricalSBrkr","","","FullBath2","HalfBath1","BedroomAbvGr3","KitchenQualGd","FunctionalTyp","","","GarageTypeAttchd","GarageFinishFin","GarageCars2","GarageQualTA","GarageCondTA","PavedDriveY","","",""
"MSZoningRL","","LotShapeIR1","LandContourLvl","LotConfigInside","NeighborhoodGilbert","Condition1Norm","BldgType1Fam","HouseStyle2Story","RoofStyleGable","Exterior1stVinylSd","MasVnrTypeNone","ExterQualGd","ExterCondTA","FoundationPConc","BsmtQualGd","BsmtCondTA","BsmtExposureAv","BsmtFinType1Unf","HeatingQCEx","ElectricalSBrkr","","","FullBath2","HalfBath1","BedroomAbvGr4","KitchenQualGd","FunctionalTyp","Fireplaces1","FireplaceQuGd","GarageTypeBuiltIn","GarageFinishFin","GarageCars3","GarageQualTA","GarageCondTA","PavedDriveY","","",""
"MSZoningRM","","LotShapeIR1","LandContourBnk","LotConfigCorner","NeighborhoodOldTown","Condition1Norm","BldgType1Fam","HouseStyle2.5Unf","RoofStyleGable","Exterior1stMetalSd","MasVnrTypeNone","ExterQualTA","ExterCondTA","FoundationBrkTil","BsmtQualTA","BsmtCondTA","BsmtExposureNo","BsmtFinType1Unf","HeatingQCEx","ElectricalSBrkr","","","FullBath1","","BedroomAbvGr3","KitchenQualTA","FunctionalTyp","Fireplaces1","FireplaceQuGd","GarageTypeDetchd","GarageFinishUnf","GarageCars1","GarageQualTA","GarageCondTA","PavedDriveY","","",""
"MSZoningRL","","LotShapeReg","LandContourLvl","LotConfigInside","NeighborhoodCollgCr","Condition1Norm","BldgType1Fam","HouseStyle1Story","RoofStyleGable","Exterior1stVinylSd","MasVnrTypeNone","ExterQualGd","ExterCondTA","FoundationPConc","BsmtQualGd","BsmtCondTA","BsmtExposureNo","BsmtFinType1Unf","HeatingQCEx","ElectricalSBrkr","","","FullBath2","","BedroomAbvGr3","KitchenQualGd","FunctionalTyp","","","GarageTypeAttchd","GarageFinishRFn","GarageCars2","GarageQualTA","GarageCondTA","PavedDriveY","","",""
"MSZoningRL","","LotShapeReg","LandContourLvl","LotConfigInside","NeighborhoodSawyer","Condition1Norm","BldgType1Fam","HouseStyle1Story","RoofStyleGable","Exterior1stHdBoard","MasVnrTypeBrkFace","ExterQualTA","ExterCondTA","FoundationCBlock","BsmtQualTA","BsmtCondTA","BsmtExposureNo","BsmtFinType1Rec","HeatingQCGd","ElectricalSBrkr","","","FullBath1","HalfBath1","BedroomAbvGr3","KitchenQualTA","FunctionalTyp","Fireplaces1","FireplaceQuPo","GarageTypeAttchd","GarageFinishUnf","GarageCars2","GarageQualTA","GarageCondTA","PavedDriveY","","",""
"MSZoningRL","","LotShapeReg","LandContourLvl","LotConfigInside","NeighborhoodNAmes","Condition1Norm","BldgType1Fam","HouseStyle1Story","RoofStyleGable","Exterior1stMetalSd","MasVnrTypeNone","ExterQualTA","ExterCondTA","FoundationCBlock","BsmtQualTA","BsmtCondTA","BsmtExposureNo","BsmtFinType1Unf","HeatingQCGd","ElectricalSBrkr","","","FullBath1","","BedroomAbvGr3","KitchenQualTA","FunctionalTyp","","","GarageTypeAttchd","GarageFinishUnf","GarageCars1","GarageQualTA","GarageCondTA","PavedDriveY","","","MiscFeatureShed"
"MSZoningRL","","LotShapeReg","LandContourLvl","LotConfigCorner","NeighborhoodCollgCr","Condition1Norm","BldgType1Fam","HouseStyle2Story","RoofStyleGable","Exterior1stVinylSd","MasVnrTypeNone","ExterQualTA","ExterCondTA","FoundationPConc","BsmtQualGd","BsmtCondTA","BsmtExposureAv","BsmtFinType1Unf","HeatingQCEx","ElectricalSBrkr","","","FullBath2","HalfBath1","BedroomAbvGr3","KitchenQualGd","FunctionalTyp","","","GarageTypeAttchd","GarageFinishRFn","GarageCars2","GarageQualTA","GarageCondTA","PavedDriveY","","",""
"MSZoningRM","","LotShapeReg","LandContourLvl","LotConfigCorner","NeighborhoodBrkSide","Condition1Norm","BldgType1Fam","HouseStyle1.5Fin","RoofStyleGable","Exterior1stWd Sdng","MasVnrTypeNone","ExterQualTA","ExterCondTA","FoundationBrkTil","BsmtQualTA","BsmtCondTA","BsmtExposureNo","BsmtFinType1Unf","HeatingQCEx","ElectricalSBrkr","BsmtFullBath1","","FullBath1","","BedroomAbvGr3","KitchenQualTA","FunctionalTyp","Fireplaces1","FireplaceQuFa","GarageTypeDetchd","GarageFinishUnf","GarageCars1","GarageQualTA","GarageCondTA","PavedDriveN","","",""
"MSZoningRL","","LotShapeReg","LandContourLvl","LotConfigInside","NeighborhoodCollgCr","Condition1Norm","BldgType1Fam","HouseStyle1Story","RoofStyleGable","Exterior1stVinylSd","MasVnrTypeBrkFace","ExterQualGd","ExterCondTA","FoundationPConc","BsmtQualGd","BsmtCondTA","BsmtExposureNo","BsmtFinType1Unf","HeatingQCEx","ElectricalSBrkr","","","FullBath2","","BedroomAbvGr3","KitchenQualGd","FunctionalTyp","Fireplaces1","FireplaceQuTA","GarageTypeAttchd","GarageFinishUnf","GarageCars2","GarageQualTA","GarageCondTA","PavedDriveY","","",""
"MSZoningRL","","LotShapeReg","LandContourLvl","LotConfigInside","NeighborhoodNWAmes","Condition1Norm","BldgType1Fam","HouseStyle1Story","RoofStyleGable","Exterior1stHdBoard","MasVnrTypeNone","ExterQualTA","ExterCondTA","FoundationCBlock","BsmtQualGd","BsmtCondTA","BsmtExposureNo","BsmtFinType1ALQ","HeatingQCEx","ElectricalSBrkr","BsmtFullBath1","","FullBath1","HalfBath1","BedroomAbvGr3","KitchenQualTA","FunctionalTyp","","","GarageTypeAttchd","GarageFinishRFn","GarageCars2","GarageQualTA","GarageCondTA","PavedDriveY","","FenceMnPrv",""
"MSZoningRL","","LotShapeIR1","LandContourLvl","LotConfigCulDSac","NeighborhoodSawyerW","Condition1Norm","BldgType1Fam","HouseStyle1Story","RoofStyleHip","Exterior1stHdBoard","MasVnrTypeBrkFace","ExterQualGd","ExterCondTA","FoundationCBlock","BsmtQualGd","BsmtCondTA","BsmtExposureMn","BsmtFinType1ALQ","HeatingQCGd","ElectricalSBrkr","","","FullBath2","","BedroomAbvGr3","KitchenQualGd","FunctionalTyp","Fireplaces1","FireplaceQuTA","GarageTypeAttchd","GarageFinishRFn","GarageCars3","GarageQualTA","GarageCondTA","PavedDriveY","","",""
"MSZoningRH","","LotShapeReg","LandContourLvl","LotConfigInside","NeighborhoodSawyerW","Condition1Norm","BldgType1Fam","HouseStyle1Story","RoofStyleGable","Exterior1stHdBoard","MasVnrTypeNone","ExterQualTA","ExterCondTA","FoundationCBlock","BsmtQualTA","BsmtCondTA","BsmtExposureNo","BsmtFinType1Rec","HeatingQCTA","ElectricalSBrkr","BsmtFullBath1","","FullBath1","","BedroomAbvGr2","KitchenQualTA","FunctionalTyp","","","GarageTypeDetchd","GarageFinishUnf","GarageCars1","GarageQualTA","GarageCondTA","PavedDriveY","","FenceMnPrv",""
"MSZoningRL","","LotShapeReg","LandContourLvl","LotConfigInside","NeighborhoodCollgCr","Condition1Norm","BldgType1Fam","HouseStyle1Story","RoofStyleGable","Exterior1stVinylSd","MasVnrTypeBrkFace","ExterQualGd","ExterCondTA","FoundationPConc","BsmtQualGd","BsmtCondTA","BsmtExposureAv","BsmtFinType1GLQ","HeatingQCEx","ElectricalSBrkr","BsmtFullBath1","","FullBath2","","BedroomAbvGr3","KitchenQualGd","FunctionalTyp","","","GarageTypeAttchd","GarageFinishRFn","GarageCars2","GarageQualTA","GarageCondTA","PavedDriveY","","",""
"MSZoningRL","","LotShapeReg","LandContourLvl","LotConfigInside","NeighborhoodNAmes","Condition1Norm","BldgType1Fam","HouseStyle1Story","RoofStyleGable","Exterior1stMetalSd","MasVnrTypeNone","ExterQualTA","ExterCondGd","FoundationCBlock","BsmtQualTA","BsmtCondTA","BsmtExposureNo","BsmtFinType1Rec","HeatingQCTA","ElectricalSBrkr","BsmtFullBath1","","FullBath1","","BedroomAbvGr3","KitchenQualTA","FunctionalTyp","","","GarageTypeDetchd","GarageFinishUnf","GarageCars2","GarageQualTA","GarageCondTA","PavedDriveY","","",""
"MSZoningRL","","LotShapeIR1","LandContourLvl","LotConfigCulDSac","NeighborhoodSomerst","Condition1RRNn","BldgType1Fam","HouseStyle1Story","RoofStyleHip","Exterior1stVinylSd","MasVnrTypeStone","ExterQualGd","ExterCondTA","FoundationPConc","BsmtQualEx","BsmtCondTA","BsmtExposureMn","BsmtFinType1GLQ","HeatingQCEx","ElectricalSBrkr","BsmtFullBath1","","FullBath2","","BedroomAbvGr3","KitchenQualGd","FunctionalTyp","Fireplaces1","FireplaceQuGd","GarageTypeAttchd","GarageFinishRFn","GarageCars2","GarageQualTA","GarageCondTA","PavedDriveY","","",""
"MSZoningRL","","LotShapeReg","LandContourLvl","LotConfigInside","NeighborhoodSawyerW","Condition1Norm","BldgType1Fam","HouseStyle2Story","RoofStyleGable","Exterior1stWd Sdng","MasVnrTypeNone","ExterQualGd","ExterCondTA","FoundationPConc","BsmtQualGd","BsmtCondTA","BsmtExposureNo","BsmtFinType1Unf","HeatingQCEx","ElectricalSBrkr","","","FullBath2","HalfBath1","BedroomAbvGr3","KitchenQualGd","FunctionalTyp","Fireplaces1","FireplaceQuTA","GarageTypeAttchd","GarageFinishRFn","GarageCars2","GarageQualTA","GarageCondTA","PavedDriveY","","FenceGdPrv","MiscFeatureShed"
"MSZoningRL","","LotShapeIR1","LandContourBnk","LotConfigInside","NeighborhoodGilbert","Condition1Norm","BldgType1Fam","HouseStyle1.5Fin","RoofStyleGable","Exterior1stWd Sdng","MasVnrTypeNone","ExterQualGd","ExterCondTA","FoundationWood","BsmtQualGd","BsmtCondTA","BsmtExposureAv","BsmtFinType1GLQ","HeatingQCGd","ElectricalSBrkr","","","FullBath2","","BedroomAbvGr4","KitchenQualTA","FunctionalTyp","","","GarageTypeBasment","GarageFinishRFn","GarageCars2","GarageQualTA","GarageCondTA","PavedDriveY","","",""
"MSZoningRL","","LotShapeReg","LandContourLvl","LotConfigInside","NeighborhoodEdwards","Condition1Norm","BldgType1Fam","HouseStyle1Story","RoofStyleHip","Exterior1stMetalSd","MasVnrTypeNone","ExterQualTA","ExterCondTA","FoundationCBlock","BsmtQualTA","BsmtCondTA","BsmtExposureNo","BsmtFinType1Rec","HeatingQCTA","ElectricalSBrkr","BsmtFullBath1","","FullBath1","","BedroomAbvGr2","KitchenQualTA","FunctionalTyp","","","GarageTypeAttchd","GarageFinishUnf","GarageCars1","GarageQualTA","GarageCondTA","PavedDriveN","","",""
"MSZoningRL","","LotShapeIR1","LandContourLvl","LotConfigCulDSac","NeighborhoodSawyer","Condition1Norm","BldgType1Fam","HouseStyleSLvl","RoofStyleGable","Exterior1stVinylSd","MasVnrTypeNone","ExterQualTA","ExterCondGd","FoundationCBlock","BsmtQualTA","BsmtCondGd","BsmtExposureAv","BsmtFinType1GLQ","HeatingQCEx","ElectricalSBrkr","BsmtFullBath1","BsmtHalfBath1","","","","KitchenQualTA","FunctionalTyp","","","GarageTypeAttchd","GarageFinishUnf","GarageCars1","GarageQualTA","GarageCondTA","PavedDriveY","","",""
"MSZoningRL","","LotShapeIR1","LandContourLvl","LotConfigInside","NeighborhoodNAmes","Condition1Norm","BldgType1Fam","HouseStyleSFoyer","RoofStyleGable","Exterior1stMetalSd","MasVnrTypeNone","ExterQualTA","ExterCondTA","FoundationCBlock","BsmtQualTA","BsmtCondTA","BsmtExposureAv","BsmtFinType1BLQ","HeatingQCTA","ElectricalSBrkr","BsmtFullBath1","","FullBath1","","BedroomAbvGr3","KitchenQualTA","FunctionalTyp","","","GarageTypeAttchd","GarageFinishUnf","GarageCars1","GarageQualTA","GarageCondTA","PavedDriveY","","",""
"MSZoningRL","","LotShapeIR1","LandContourLvl","LotConfigInside","NeighborhoodSawyer","Condition1Norm","BldgType1Fam","HouseStyle1Story","RoofStyleGable","Exterior1stVinylSd","MasVnrTypeNone","ExterQualTA","ExterCondTA","FoundationCBlock","BsmtQualTA","BsmtCondTA","BsmtExposureNo","BsmtFinType1Rec","HeatingQCTA","ElectricalSBrkr","","","FullBath1","","BedroomAbvGr3","KitchenQualTA","FunctionalTyp","","","GarageTypeDetchd","GarageFinishRFn","GarageCars1","GarageQualTA","GarageCondTA","PavedDriveY","","FenceMnPrv",""
"MSZoningRM","","LotShapeReg","LandContourLvl","LotConfigInside","NeighborhoodSawyer","Condition1RRAe","BldgTypeDuplex","HouseStyle1.5Fin","RoofStyleGable","Exterior1stVinylSd","MasVnrTypeNone","ExterQualTA","ExterCondTA","FoundationSlab","","","","","HeatingQCTA","ElectricalSBrkr","","","FullBath2","","BedroomAbvGr4","KitchenQualTA","FunctionalTyp","","","GarageTypeAttchd","GarageFinishUnf","GarageCars2","GarageQualTA","GarageCondTA","PavedDriveY","","",""
"MSZoningFV","","LotShapeReg","LandContourLvl","LotConfigInside","NeighborhoodSomerst","Condition1Norm","BldgType1Fam","HouseStyle1Story","RoofStyleGable","Exterior1stCemntBd","MasVnrTypeStone","ExterQualGd","ExterCondTA","FoundationPConc","BsmtQualGd","BsmtCondTA","BsmtExposureMn","BsmtFinType1GLQ","HeatingQCEx","ElectricalSBrkr","BsmtFullBath1","","FullBath2","","BedroomAbvGr3","KitchenQualGd","FunctionalTyp","","","GarageTypeAttchd","GarageFinishRFn","GarageCars2","GarageQualTA","GarageCondTA","PavedDriveY","","",""
"MSZoningRM","","LotShapeReg","LandContourLvl","LotConfigInside","NeighborhoodBrkSide","Condition1Norm","BldgType1Fam","HouseStyle1.5Fin","RoofStyleGable","Exterior1stAsbShng","MasVnrTypeNone","ExterQualTA","ExterCondTA","FoundationSlab","","","","","HeatingQCGd","ElectricalSBrkr","","","FullBath1","","BedroomAbvGr2","KitchenQualTA","FunctionalTyp","","","","","","","","PavedDriveN","","",""
"MSZoningRM","","LotShapeReg","LandContourLvl","LotConfigInside","NeighborhoodBrDale","Condition1Norm","BldgTypeTwnhs","HouseStyle2Story","RoofStyleGable","Exterior1stCemntBd","MasVnrTypeBrkFace","ExterQualTA","ExterCondTA","FoundationCBlock","BsmtQualTA","BsmtCondTA","BsmtExposureNo","BsmtFinType1Unf","HeatingQCTA","ElectricalSBrkr","","","FullBath1","HalfBath1","BedroomAbvGr3","KitchenQualTA","FunctionalTyp","","","","","","","","PavedDriveN","","",""
"MSZoningRL","","LotShapeIR1","LandContourLvl","LotConfigInside","NeighborhoodNAmes","Condition1Norm","BldgType1Fam","HouseStyle1Story","RoofStyleGable","Exterior1stWd Sdng","MasVnrTypeNone","ExterQualTA","ExterCondTA","FoundationCBlock","BsmtQualTA","BsmtCondTA","BsmtExposureNo","BsmtFinType1Rec","HeatingQCTA","ElectricalSBrkr","","","FullBath1","","BedroomAbvGr2","KitchenQualTA","FunctionalTyp","","","GarageTypeAttchd","GarageFinishUnf","GarageCars1","GarageQualTA","GarageCondTA","PavedDriveY","","",""
"MSZoningRL","","LotShapeReg","LandContourLvl","LotConfigInside","NeighborhoodSawyer","Condition1Feedr","BldgType1Fam","HouseStyle1Story","RoofStyleHip","Exterior1stHdBoard","MasVnrTypeNone","ExterQualTA","ExterCondTA","FoundationCBlock","BsmtQualTA","BsmtCondTA","BsmtExposureNo","BsmtFinType1BLQ","HeatingQCEx","ElectricalSBrkr","","","FullBath1","","BedroomAbvGr3","KitchenQualTA","FunctionalTyp","Fireplaces1","FireplaceQuTA","GarageTypeAttchd","GarageFinishUnf","GarageCars1","GarageQualTA","GarageCondTA","PavedDriveY","","",""
"MSZoningRL","","LotShapeReg","LandContourLvl","LotConfigInside","NeighborhoodNAmes","Condition1Artery","BldgType1Fam","HouseStyle1.5Fin","RoofStyleGable","Exterior1stWd Sdng","MasVnrTypeBrkFace","ExterQualTA","ExterCondTA","FoundationCBlock","BsmtQualTA","BsmtCondTA","BsmtExposureMn","BsmtFinType1Rec","HeatingQCEx","ElectricalSBrkr","","","FullBath2","","BedroomAbvGr3","KitchenQualTA","FunctionalTyp","Fireplaces1","FireplaceQuGd","GarageTypeAttchd","GarageFinishUnf","GarageCars1","GarageQualTA","GarageCondTA","PavedDriveY","","FenceGdWo",""
"MSZoningRL","","LotShapeReg","LandContourLvl","LotConfigInside","NeighborhoodNAmes","Condition1Norm","BldgType1Fam","HouseStyle1Story","RoofStyleHip","Exterior1stWd Sdng","MasVnrTypeBrkFace","ExterQualTA","ExterCondTA","FoundationCBlock","BsmtQualTA","BsmtCondFa","BsmtExposureNo","BsmtFinType1LwQ","HeatingQCTA","ElectricalFuseA","","","FullBath2","","BedroomAbvGr4","KitchenQualTA","FunctionalMod","","","GarageTypeDetchd","GarageFinishUnf","GarageCars2","GarageQualTA","GarageCondTA","PavedDriveY","","FenceMnPrv",""
"MSZoningRL","","LotShapeIR1","LandContourLvl","LotConfigInside","NeighborhoodGilbert","Condition1RRAn","BldgType1Fam","HouseStyle2Story","RoofStyleGable","Exterior1stVinylSd","MasVnrTypeNone","ExterQualGd","ExterCondTA","FoundationPConc","BsmtQualGd","BsmtCondTA","BsmtExposureAv","BsmtFinType1GLQ","HeatingQCEx","ElectricalSBrkr","BsmtFullBath1","","FullBath2","HalfBath1","BedroomAbvGr3","KitchenQualGd","FunctionalTyp","Fireplaces1","FireplaceQuGd","GarageTypeAttchd","GarageFinishFin","GarageCars2","GarageQualTA","GarageCondTA","PavedDriveY","","",""
"MSZoningRL","","LotShapeReg","LandContourLvl","LotConfigInside","NeighborhoodNAmes","Condition1Norm","BldgType1Fam","HouseStyleSLvl","RoofStyleHip","Exterior1stVinylSd","MasVnrTypeBrkFace","ExterQualTA","ExterCondGd","FoundationCBlock","BsmtQualTA","BsmtCondTA","BsmtExposureAv","BsmtFinType1GLQ","HeatingQCEx","ElectricalSBrkr","","BsmtHalfBath1","FullBath1","","BedroomAbvGr3","KitchenQualTA","FunctionalTyp","","","GarageTypeAttchd","GarageFinishRFn","GarageCars1","GarageQualTA","GarageCondTA","PavedDriveY","","FenceMnWw",""
"MSZoningRL","","LotShapeIR1","LandContourLvl","LotConfigCulDSac","NeighborhoodSomerst","Condition1Feedr","BldgType1Fam","HouseStyle2Story","RoofStyleGable","Exterior1stVinylSd","MasVnrTypeStone","ExterQualGd","ExterCondTA","FoundationPConc","BsmtQualGd","BsmtCondTA","BsmtExposureMn","BsmtFinType1Unf","HeatingQCEx","ElectricalSBrkr","","","FullBath2","HalfBath1","BedroomAbvGr4","KitchenQualGd","FunctionalTyp","Fireplaces1","FireplaceQuGd","GarageTypeBuiltIn","GarageFinishFin","GarageCars3","GarageQualTA","GarageCondTA","PavedDriveY","","",""
"MSZoningRL","","LotShapeReg","LandContourLvl","LotConfigCorner","NeighborhoodNAmes","Condition1Norm","BldgType1Fam","HouseStyle1Story","RoofStyleGable","Exterior1stVinylSd","MasVnrTypeBrkFace","ExterQualTA","ExterCondTA","FoundationCBlock","BsmtQualTA","BsmtCondTA","BsmtExposureNo","BsmtFinType1ALQ","HeatingQCEx","ElectricalSBrkr","BsmtFullBath1","","FullBath1","","BedroomAbvGr2","KitchenQualGd","FunctionalTyp","","","GarageTypeDetchd","GarageFinishUnf","GarageCars2","GarageQualTA","GarageCondTA","PavedDriveY","","",""
"MSZoningRL","","LotShapeReg","LandContourLvl","LotConfigCorner","NeighborhoodNridgHt","Condition1Norm","BldgTypeTwnhsE","HouseStyle1Story","RoofStyleHip","Exterior1stMetalSd","MasVnrTypeBrkFace","ExterQualEx","ExterCondTA","FoundationPConc","BsmtQualEx","BsmtCondTA","BsmtExposureNo","BsmtFinType1GLQ","HeatingQCEx","ElectricalSBrkr","BsmtFullBath1","","FullBath1","HalfBath1","BedroomAbvGr1","KitchenQualEx","FunctionalTyp","Fireplaces1","FireplaceQuGd","GarageTypeAttchd","GarageFinishFin","GarageCars3","GarageQualTA","GarageCondTA","PavedDriveY","","",""
"MSZoningRL","","LotShapeReg","LandContourLvl","LotConfigInside","NeighborhoodNAmes","Condition1Norm","BldgType1Fam","HouseStyleSLvl","RoofStyleHip","Exterior1stBrkFace","MasVnrTypeNone","ExterQualTA","ExterCondTA","FoundationCBlock","BsmtQualTA","BsmtCondTA","BsmtExposureNo","BsmtFinType1ALQ","HeatingQCGd","ElectricalSBrkr","","","FullBath2","","BedroomAbvGr4","KitchenQualTA","FunctionalMaj1","","","GarageTypeBasment","GarageFinishUnf","GarageCars1","GarageQualTA","GarageCondTA","PavedDriveY","","FenceGdWo",""
"MSZoningRL","","LotShapeIR1","LandContourLvl","LotConfigInside","NeighborhoodSawyer","Condition1Feedr","BldgTypeDuplex","HouseStyle1.5Fin","RoofStyleShed","Exterior1stPlywood","MasVnrTypeNone","ExterQualTA","ExterCondTA","FoundationCBlock","BsmtQualGd","BsmtCondTA","BsmtExposureNo","BsmtFinType1GLQ","HeatingQCEx","ElectricalSBrkr","","","FullBath2","HalfBath2","BedroomAbvGr4","KitchenQualTA","FunctionalTyp","Fireplaces1","FireplaceQuTA","GarageTypeBuiltIn","GarageFinishRFn","GarageCars2","GarageQualTA","GarageCondTA","PavedDriveN","","","MiscFeatureGar2"
"MSZoningRL","","LotShapeReg","LandContourLvl","LotConfigInside","NeighborhoodNAmes","Condition1Norm","BldgTypeDuplex","HouseStyleSLvl","RoofStyleHip","Exterior1stWd Sdng","MasVnrTypeBrkFace","ExterQualTA","ExterCondTA","FoundationCBlock","BsmtQualTA","BsmtCondTA","BsmtExposureAv","BsmtFinType1ALQ","HeatingQCTA","ElectricalSBrkr","BsmtFullBath1","","FullBath1","","BedroomAbvGr3","KitchenQualTA","FunctionalTyp","","","GarageTypeAttchd","GarageFinishUnf","GarageCars2","GarageQualTA","GarageCondTA","PavedDriveY","","FenceGdWo",""
"MSZoningRL","","LotShapeReg","LandContourLvl","LotConfigFR2","NeighborhoodNAmes","Condition1Norm","BldgTypeDuplex","HouseStyle1Story","RoofStyleGable","Exterior1stHdBoard","MasVnrTypeNone","ExterQualTA","ExterCondTA","FoundationSlab","","","","","HeatingQCTA","ElectricalSBrkr","","","FullBath2","","BedroomAbvGr2","KitchenQualTA","FunctionalTyp","","","GarageTypeCarPort","GarageFinishUnf","GarageCars2","GarageQualTA","GarageCondTA","PavedDriveY","","",""
"MSZoningRL","","LotShapeIR1","LandContourLvl","LotConfigInside","NeighborhoodNAmes","Condition1Norm","BldgType1Fam","HouseStyle1Story","RoofStyleHip","Exterior1stPlywood","MasVnrTypeBrkFace","ExterQualTA","ExterCondTA","FoundationCBlock","BsmtQualTA","BsmtCondTA","BsmtExposureNo","BsmtFinType1Rec","HeatingQCFa","ElectricalSBrkr","BsmtFullBath1","","FullBath1","","BedroomAbvGr3","KitchenQualTA","FunctionalTyp","","","GarageTypeAttchd","GarageFinishRFn","GarageCars2","GarageQualTA","GarageCondTA","PavedDriveY","","FenceMnPrv",""
"MSZoningRH","","LotShapeReg","LandContourBnk","LotConfigInside","NeighborhoodSWISU","Condition1Norm","BldgType1Fam","HouseStyle2Story","RoofStyleGable","Exterior1stMetalSd","MasVnrTypeNone","ExterQualTA","ExterCondTA","FoundationPConc","BsmtQualTA","BsmtCondTA","BsmtExposureAv","BsmtFinType1Unf","HeatingQCTA","ElectricalFuseA","","","FullBath1","HalfBath1","BedroomAbvGr4","KitchenQualTA","FunctionalTyp","","","","","","","","PavedDriveN","","",""
"MSZoningRL","","LotShapeReg","LandContourLvl","LotConfigInside","NeighborhoodCrawfor","Condition1Norm","BldgType1Fam","HouseStyle2Story","RoofStyleGable","Exterior1stWd Sdng","MasVnrTypeNone","ExterQualTA","ExterCondTA","FoundationBrkTil","BsmtQualGd","BsmtCondTA","BsmtExposureMn","BsmtFinType1Unf","HeatingQCGd","ElectricalFuseF","","","FullBath1","HalfBath1","BedroomAbvGr4","KitchenQualTA","FunctionalTyp","","","GarageTypeDetchd","GarageFinishUnf","GarageCars1","GarageQualFa","GarageCondFa","PavedDriveN","","",""
