"Id","MSSubClass","MSZoning","LotFrontage","LotArea","Street","Alley","LotShape","LandContour","Utilities","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","FirstFlrSF","SecondFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","SsnPorch","ScreenPorch","PoolArea","PoolQC","Fence","MiscFeature","MiscVal","MoSold","YrSold","SaleType","SaleCondition","SalePrice"
1260,20,"RL",65,9750,"Pave","NoAlley","Reg","Lvl","AllPub","FR2","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,8,1969,1969,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","3","4","4","1",602,"4",438,14,1054,"GasA","Gd","Y","SBrkr",1054,0,0,1054,"1","0","1","1","3","1","TA",6,"Typ","0","NoFire","2",1969,"3","2",460,"5","5","Y",180,0,0,0,80,0,"NoPool","NoFence","None",0,7,"2008","WD","Normal",11.9250351157971
1261,60,"RL",0,24682,"Pave","NoAlley","IR3","Lvl","AllPub","CulDSac","Gtl","Gilbert","RRAn","Norm","1Fam","2Story",6,5,1999,1999,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","3","4","4","6",0,"6",0,841,841,"GasA","Ex","Y","SBrkr",892,783,0,1675,"0","0","2","1","3","1","TA",7,"Typ","1","5","4",1999,"1","2",502,"5","5","Y",0,103,0,0,0,0,"NoPool","NoFence","None",0,6,"2009","WD","Normal",12.106252310248
1262,20,"RL",80,9600,"Pave","NoAlley","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,6,1956,1956,"Hip","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","4","4","4","5",504,"6",0,546,1050,"GasA","Gd","Y","SBrkr",1050,0,0,1050,"0","0","1","0","2","1","TA",5,"Typ","0","NoFire","2",1956,"3","1",338,"5","5","Y",0,0,0,0,0,0,"NoPool","NoFence","None",0,6,"2009","WD","Normal",11.7667921889273
1263,50,"RL",0,11250,"Pave","NoAlley","Reg","Lvl","AllPub","Inside","Gtl","ClearCr","Norm","Norm","1Fam","1.5Fin",4,5,1957,1989,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","4","4","1","6",0,"6",0,1104,1104,"GasA","Ex","Y","FuseA",1104,684,0,1788,"1","0","1","0","5","1","TA",8,"Min2","2","5","2",1957,"3","1",304,"5","5","Y",120,0,0,0,0,0,"NoPool","NoFence","None",0,11,"2009","WD","Normal",11.9922604216448
1264,70,"RL",60,13515,"Pave","2","Reg","Lvl","AllPub","Inside","Gtl","BrkSide","Norm","Norm","1Fam","2Story",6,6,1919,1950,"Gambrel","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","PConc","4","4","4","6",0,"6",0,764,764,"GasA","Ex","Y","FuseA",1060,764,0,1824,"0","0","1","0","3","1","TA",8,"Typ","1","3","6",1940,"3","2",520,"5","5","N",0,0,126,0,0,0,"NoPool","1","None",0,7,"2007","WD","Normal",12.1034860567551
1265,120,"RH",34,4060,"Pave","NoAlley","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","TwnhsE","1Story",6,5,1998,1999,"Gable","CompShg","MetalSd","MetalSd","None",0,"Gd","TA","PConc","3","4","4","3",266,"6",0,1139,1405,"GasA","Ex","Y","SBrkr",1337,0,0,1337,"1","0","2","0","2","1","Gd",5,"Typ","0","NoFire","2",1998,"1","2",511,"5","5","Y",144,68,0,0,0,0,"NoPool","NoFence","None",0,8,"2008","COD","Abnorml",12.106252310248
1266,160,"FV",35,3735,"Pave","NoAlley","Reg","Lvl","AllPub","FR3","Gtl","Somerst","Norm","Norm","TwnhsE","2Story",7,5,1999,1999,"Hip","CompShg","MetalSd","MetalSd","BrkFace",218,"Gd","TA","PConc","3","4","4","3",450,"6",0,241,691,"GasA","Ex","Y","SBrkr",713,739,0,1452,"1","0","2","1","3","1","Gd",6,"Typ","0","NoFire","6",1999,"3","2",506,"5","5","Y",0,34,0,0,0,0,"NoPool","NoFence","None",0,3,"2006","WD","Normal",12.1221474105924
1267,190,"RM",60,10120,"Pave","NoAlley","IR1","Bnk","AllPub","Inside","Gtl","OldTown","Feedr","Norm","2fmCon","2.5Unf",7,4,1910,1950,"Hip","CompShg","Wd Sdng","Wd Sdng","None",0,"Fa","TA","CBlock","4","4","4","6",0,"6",0,925,925,"GasA","TA","N","FuseF",964,925,0,1889,"0","0","1","1","4","2","TA",9,"Typ","1","3","6",1960,"3","1",308,"5","5","N",0,0,264,0,0,0,"NoPool","3","None",0,1,"2007","WD","Normal",11.7117763237154
1268,20,"RL",89,13214,"Pave","NoAlley","IR1","HLS","AllPub","Inside","Gtl","Timber","Norm","Norm","1Fam","1Story",9,5,2008,2009,"Hip","CompShg","Stucco","CmentBd","None",0,"Ex","TA","PConc","1","4","2","6",0,"6",0,2002,2002,"GasA","Ex","Y","SBrkr",2018,0,0,2018,"0","0","2","0","3","1","Ex",10,"Typ","1","3","2",2009,"1","3",746,"5","5","Y",144,76,0,0,0,0,"NoPool","NoFence","None",0,5,"2010","WD","Normal",12.8439713518596
1269,50,"RL",0,14100,"Pave","NoAlley","IR1","Lvl","AllPub","Inside","Mod","Crawfor","Norm","Norm","1Fam","1.5Fin",8,9,1935,1997,"Gable","CompShg","Stucco","Stucco","BrkFace",632,"TA","Gd","CBlock","4","4","3","5",192,"6",0,536,728,"GasA","Ex","Y","SBrkr",1968,1479,0,3447,"0","0","3","1","4","1","Gd",11,"Typ","2","3","4",1982,"3","3",1014,"5","5","Y",314,12,0,0,0,0,"NoPool","2","None",0,5,"2008","WD","Normal",12.8505546541088
1270,50,"RL",78,11344,"Pave","NoAlley","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Feedr","Norm","1Fam","1.5Fin",5,5,1958,1958,"Gable","CompShg","MetalSd","MetalSd","BrkFace",180,"TA","TA","CBlock","4","4","4","2",460,"6",0,414,874,"GasW","TA","Y","FuseA",874,650,0,1524,"0","0","1","1","3","1","TA",7,"Typ","0","NoFire","2",1958,"3","1",315,"5","5","Y",0,0,0,0,0,0,"NoPool","2","None",0,7,"2007","WD","Normal",11.8775685785581
1271,40,"RL",0,23595,"Pave","NoAlley","Reg","Low","AllPub","Inside","Sev","ClearCr","Norm","Norm","1Fam","1Story",7,6,1979,1979,"Shed","WdShake","Plywood","Plywood","None",0,"Gd","TA","PConc","3","4","2","3",1258,"6",0,74,1332,"GasA","TA","Y","SBrkr",1332,192,0,1524,"2","0","0","1","0","1","Gd",4,"Typ","1","5","2",1979,"1","2",586,"5","5","Y",268,0,0,0,0,0,"NoPool","NoFence","None",0,4,"2010","WD","Normal",12.4684369099977
1272,20,"RL",0,9156,"Pave","NoAlley","IR1","Lvl","AllPub","Inside","Gtl","NWAmes","PosN","Norm","1Fam","1Story",6,7,1968,1968,"Hip","CompShg","BrkFace","BrkFace","None",0,"TA","TA","CBlock","4","4","4","6",0,"6",0,1489,1489,"GasA","Gd","Y","SBrkr",1489,0,0,1489,"0","0","2","0","3","1","Gd",7,"Typ","1","3","2",1968,"2","2",462,"5","5","Y",0,0,0,0,0,0,"NoPool","NoFence","None",0,8,"2009","WD","Normal",12.13215696258
1273,20,"RL",0,13526,"Pave","NoAlley","IR1","Lvl","AllPub","CulDSac","Gtl","Sawyer","Norm","Norm","1Fam","1Story",5,6,1965,1965,"Hip","CompShg","HdBoard","Plywood","BrkFace",114,"TA","TA","CBlock","4","4","4","2",560,"4",375,0,935,"GasA","TA","Y","SBrkr",935,0,0,935,"1","0","1","0","3","1","TA",5,"Typ","0","NoFire","2",1965,"3","1",288,"5","5","Y",180,0,0,0,0,0,"NoPool","3","None",0,11,"2006","WD","Normal",11.8277362048103
1274,80,"RL",124,11512,"Pave","NoAlley","IR1","Lvl","AllPub","Corner","Gtl","Edwards","Norm","Norm","1Fam","SLvl",6,7,1959,2006,"Gable","CompShg","Plywood","Plywood","BrkFace",84,"TA","TA","CBlock","4","4","1","1",719,"6",0,300,1019,"GasA","Gd","Y","SBrkr",1357,0,0,1357,"1","0","1","0","2","1","Ex",5,"Typ","1","3","3",1959,"2","1",312,"5","5","Y",0,0,0,0,163,0,"NoPool","1","None",0,5,"2008","WD","Normal",12.083905011556
1275,50,"RL",53,5362,"Pave","NoAlley","Reg","Lvl","AllPub","Corner","Gtl","Crawfor","Norm","Norm","1Fam","1.5Fin",5,6,1910,2003,"Gable","CompShg","Wd Sdng","Wd Shng","None",0,"TA","TA","PConc","4","4","4","6",0,"6",0,661,661,"GasA","Ex","Y","SBrkr",661,589,0,1250,"0","0","2","0","3","1","TA",8,"Typ","1","3","6",1985,"3","2",552,"5","5","Y",242,0,81,0,0,0,"NoPool","NoFence","None",0,11,"2007","WD","Normal",11.8422292121128
1276,90,"RL",95,11345,"Pave","NoAlley","Reg","Lvl","AllPub","Corner","Gtl","NAmes","Feedr","Norm","Duplex","2Story",5,5,1948,1950,"Gable","Roll","AsbShng","AsbShng","Stone",567,"TA","TA","CBlock","4","4","4","5",220,"6",0,708,928,"GasA","Gd","Y","FuseA",928,992,0,1920,"0","0","2","0","4","2","TA",10,"Typ","0","NoFire","6",1948,"3","2",400,"5","2","Y",0,0,0,0,0,0,"NoPool","NoFence","None",0,7,"2007","WD","Normal",11.8277362048103
1277,60,"RL",0,12936,"Pave","NoAlley","IR1","Lvl","AllPub","CulDSac","Gtl","NWAmes","Norm","Norm","1Fam","2Story",6,6,1972,1972,"Gable","CompShg","HdBoard","Plywood","None",0,"TA","TA","CBlock","4","2","4","2",593,"6",0,130,723,"GasA","TA","Y","SBrkr",735,660,0,1395,"0","1","1","1","3","1","TA",6,"Typ","1","5","2",1972,"3","2",497,"5","5","Y",294,116,0,0,0,0,"NoPool","NoFence","None",0,12,"2009","WD","Normal",11.9953516142145
1278,80,"RL",0,17871,"Pave","NoAlley","IR1","Lvl","AllPub","CulDSac","Gtl","NWAmes","Norm","Norm","1Fam","SLvl",6,5,1967,1976,"Gable","CompShg","HdBoard","HdBoard","BrkFace",359,"TA","TA","CBlock","3","4","1","1",528,"6",0,1152,1680,"GasA","Fa","Y","SBrkr",1724,0,0,1724,"1","0","1","1","3","1","TA",7,"Typ","1","3","2",1967,"2","2",480,"5","5","Y",0,0,0,0,0,0,"NoPool","NoFence","None",0,6,"2009","WD","Normal",12.1955171315907
1280,50,"C (all)",60,7500,"Pave","NoAlley","Reg","Lvl","AllPub","Inside","Gtl","IDOTRR","Norm","Norm","1Fam","1.5Fin",4,4,1920,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","Gd","CBlock","4","4","4","6",0,"6",0,698,698,"GasA","TA","Y","FuseA",698,430,0,1128,"0","0","1","0","2","1","TA",6,"Typ","0","NoFire","6",1980,"2","2",528,"5","5","Y",30,0,164,0,0,0,"NoPool","NoFence","None",0,4,"2010","COD","Abnorml",11.1331281036106
1281,20,"RL",67,9808,"Pave","NoAlley","IR1","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",7,5,2002,2002,"Gable","CompShg","VinylSd","VinylSd","BrkFace",110,"Gd","TA","PConc","3","4","4","3",788,"6",0,785,1573,"GasA","Ex","Y","SBrkr",1573,0,0,1573,"1","0","2","0","3","1","Gd",6,"Typ","0","NoFire","2",2002,"2","2",544,"5","5","Y",0,72,0,0,0,0,"NoPool","NoFence","None",0,3,"2009","WD","Normal",12.3327052964635
1282,20,"RL",50,8049,"Pave","NoAlley","IR1","Lvl","AllPub","CulDSac","Gtl","Timber","Norm","Norm","1Fam","1Story",7,5,1990,1990,"Hip","CompShg","HdBoard","HdBoard","BrkFace",54,"TA","TA","CBlock","3","4","4","1",1053,"6",0,256,1309,"GasA","TA","Y","SBrkr",1339,0,0,1339,"1","0","2","0","2","1","TA",6,"Typ","1","5","2",1990,"1","2",484,"3","3","Y",0,58,0,0,90,0,"NoPool","NoFence","None",0,7,"2006","WD","Normal",12.1007121298723
1283,20,"RL",61,8800,"Pave","NoAlley","IR1","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",5,7,1977,2008,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","3","4","3","4",532,"5",144,364,1040,"GasA","TA","Y","SBrkr",1040,0,0,1040,"0","0","2","0","3","1","Gd",5,"Typ","0","NoFire","6",1977,"3","2",484,"5","5","Y",0,0,0,0,288,0,"NoPool","NoFence","None",0,9,"2009","WD","Normal",11.9217183631711
1284,90,"RL",94,9400,"Pave","NoAlley","Reg","Low","AllPub","Corner","Gtl","Mitchel","Norm","Norm","Duplex","2Story",6,5,1971,1971,"Mansard","CompShg","MetalSd","Wd Shng","None",0,"TA","TA","CBlock","4","4","1","6",0,"6",0,912,912,"GasA","TA","Y","SBrkr",912,912,0,1824,"0","0","2","2","4","2","TA",8,"Typ","0","NoFire","NoGarage",1971,"NoGarage","0",0,"NoGarage","NoGarage","Y",128,0,0,0,0,0,"NoPool","NoFence","None",0,4,"2010","WD","Normal",11.8422292121128
1285,50,"RL",50,9638,"Pave","NoAlley","Reg","Lvl","AllPub","Inside","Gtl","SWISU","Feedr","Norm","1Fam","1.5Fin",6,7,1919,1990,"Gable","CompShg","Wd Sdng","Wd Shng","None",0,"TA","TA","PConc","4","4","4","6",0,"6",0,804,804,"GasA","Ex","Y","SBrkr",1699,748,0,2447,"0","0","2","0","4","1","Gd",10,"Min2","1","3","6",1969,"3","1",336,"5","5","Y",272,0,42,0,116,0,"NoPool","NoFence","None",0,3,"2010","WD","Normal",12.0376539939052
1286,50,"RM",50,6000,"Pave","NoAlley","Reg","Lvl","AllPub","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1.5Fin",6,6,1939,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","Fa","CBlock","4","4","4","6",0,"6",0,780,780,"GasA","Ex","Y","FuseF",825,587,0,1412,"0","0","1","0","4","1","TA",6,"Typ","1","3","6",1939,"3","1",280,"5","5","Y",45,0,0,0,0,0,"NoPool","NoFence","None",0,5,"2009","WD","Normal",11.7943379244084
1287,20,"RL",0,9790,"Pave","NoAlley","Reg","Lvl","AllPub","Inside","Gtl","NWAmes","Feedr","Norm","1Fam","1Story",6,5,1963,1963,"Hip","CompShg","HdBoard","HdBoard","BrkFace",451,"TA","TA","CBlock","4","4","4","1",569,"5",81,678,1328,"GasA","TA","Y","SBrkr",1328,0,0,1328,"1","0","1","1","3","1","TA",6,"Typ","2","3","2",1963,"3","2",528,"5","5","Y",0,26,0,0,0,0,"NoPool","NoFence","None",0,6,"2010","WD","Normal",11.870599909242
1288,20,"RL",0,36500,"Pave","NoAlley","IR1","Low","AllPub","Inside","Mod","ClearCr","Norm","Norm","1Fam","1Story",5,5,1964,1964,"Gable","CompShg","Wd Sdng","Wd Sdng","BrkCmn",621,"TA","Gd","CBlock","4","4","1","5",812,"6",0,812,1624,"GasA","Fa","Y","SBrkr",1582,0,0,1582,"0","1","2","0","4","1","TA",7,"Typ","0","NoFire","2",1964,"3","2",390,"5","5","N",168,198,0,0,0,0,"NoPool","NoFence","None",0,6,"2006","WD","Normal",12.1547793511426
1289,120,"RL",40,5664,"Pave","NoAlley","IR1","Lvl","AllPub","Inside","Gtl","StoneBr","Norm","Norm","TwnhsE","1Story",8,5,2000,2000,"Gable","CompShg","CemntBd","CmentBd","None",0,"Gd","TA","PConc","3","4","4","3",1158,"6",0,343,1501,"GasA","Ex","Y","SBrkr",1659,0,0,1659,"1","0","2","0","2","1","Ex",5,"Typ","1","1","2",2000,"1","2",499,"5","5","Y",212,59,0,0,0,0,"NoPool","NoFence","None",0,10,"2009","WD","Normal",12.5353763926728
1290,60,"RL",86,11065,"Pave","NoAlley","IR1","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","1Fam","2Story",8,5,2006,2006,"Gable","CompShg","VinylSd","VinylSd","Stone",788,"Gd","TA","PConc","3","4","3","6",0,"6",0,1085,1085,"GasA","Ex","Y","SBrkr",1120,850,0,1970,"0","0","2","1","3","1","Ex",8,"Typ","1","3","4",2006,"1","3",753,"5","5","Y",177,74,0,0,0,0,"NoPool","NoFence","None",0,10,"2006","New","Partial",12.5461099483159
1291,80,"RL",0,14112,"Pave","NoAlley","IR1","Lvl","AllPub","Corner","Gtl","NAmes","Norm","Norm","1Fam","SLvl",5,7,1964,1964,"Hip","CompShg","Wd Sdng","HdBoard","BrkFace",86,"TA","TA","PConc","4","4","1","3",1014,"6",0,138,1152,"GasA","TA","Y","SBrkr",1152,0,0,1152,"1","0","1","0","3","1","TA",6,"Typ","1","3","2",1964,"2","2",484,"5","5","Y",227,0,0,0,0,0,"NoPool","NoFence","None",0,4,"2010","WD","Normal",12.1034860567551
1292,160,"RM",21,1680,"Pave","NoAlley","Reg","Lvl","AllPub","Inside","Gtl","BrDale","Norm","Norm","Twnhs","2Story",5,7,1972,1972,"Gable","CompShg","CemntBd","CmentBd","BrkFace",268,"TA","TA","CBlock","4","4","4","1",231,"6",0,399,630,"GasA","TA","Y","SBrkr",630,672,0,1302,"0","0","2","1","3","1","TA",6,"Typ","0","NoFire","6",1972,"3","1",264,"5","5","Y",185,0,0,0,0,0,"NoPool","NoFence","None",0,2,"2009","WD","Normal",11.6910716503537
1293,70,"RM",60,6600,"Pave","NoAlley","Reg","Lvl","AllPub","Corner","Gtl","OldTown","Norm","Norm","1Fam","2Story",5,4,1892,1965,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","Stone","4","4","4","6",0,"6",0,994,994,"GasA","TA","N","SBrkr",1378,994,0,2372,"0","0","2","0","4","2","TA",11,"Min2","0","NoFire","2",1985,"2","1",432,"5","5","Y",0,287,0,0,0,0,"NoPool","NoFence","None",0,12,"2009","WD","Normal",11.5852461265499
1294,60,"RL",78,10140,"Pave","NoAlley","Reg","Lvl","AllPub","Inside","Gtl","NWAmes","Norm","Norm","1Fam","2Story",7,5,1976,1976,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","TA","PConc","3","4","4","3",194,"6",0,638,832,"GasA","TA","Y","SBrkr",832,832,0,1664,"0","0","2","1","4","1","TA",8,"Typ","1","5","2",1976,"2","2",528,"5","5","Y",0,28,0,0,259,0,"NoPool","2","None",0,3,"2006","WD","Normal",12.0008917945901
1295,20,"RL",60,8172,"Pave","NoAlley","Reg","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","1Fam","1Story",5,7,1955,1990,"Hip","CompShg","WdShing","Plywood","None",0,"TA","TA","CBlock","4","4","4","5",167,"6",0,697,864,"GasA","TA","Y","SBrkr",864,0,0,864,"1","0","1","0","2","1","TA",5,"Typ","0","NoFire","6",1957,"3","2",572,"5","5","N",0,0,0,0,0,0,"NoPool","NoFence","None",0,4,"2006","WD","Normal",11.6526874073454
1296,20,"RL",70,8400,"Pave","NoAlley","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Feedr","Norm","1Fam","1Story",5,5,1968,1968,"Hip","CompShg","HdBoard","HdBoard","BrkFace",168,"TA","TA","CBlock","4","4","1","2",1016,"6",0,36,1052,"GasA","Gd","Y","SBrkr",1052,0,0,1052,"1","0","1","1","3","1","TA",5,"Typ","0","NoFire","2",1968,"2","1",288,"5","5","Y",356,0,0,0,0,0,"NoPool","2","None",0,11,"2006","WD","Normal",11.8386256046095
1297,20,"RL",80,8700,"Pave","NoAlley","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,6,1963,1963,"Hip","CompShg","MetalSd","MetalSd","BrkFace",148,"TA","Gd","CBlock","4","4","3","1",776,"6",0,344,1120,"GasA","Gd","Y","SBrkr",1128,0,0,1128,"1","0","2","0","3","1","TA",6,"Typ","0","NoFire","2",1963,"2","2",525,"5","5","Y",192,20,123,0,0,0,"NoPool","3","None",0,12,"2008","WD","Normal",11.9511803959014
1298,180,"RM",35,3675,"Pave","NoAlley","Reg","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","TwnhsE","SFoyer",6,5,2005,2006,"Gable","CompShg","VinylSd","VinylSd","BrkFace",82,"TA","TA","PConc","3","4","2","3",547,"6",0,0,547,"GasA","Gd","Y","SBrkr",1072,0,0,1072,"1","0","2","0","2","1","TA",5,"Typ","0","NoFire","3",2005,"1","2",525,"5","5","Y",0,44,0,0,0,0,"NoPool","NoFence","None",0,6,"2006","New","Partial",11.8493977015914
1299,60,"RL",313,63887,"Pave","NoAlley","IR3","Bnk","AllPub","Corner","Gtl","Edwards","Feedr","Norm","1Fam","2Story",10,5,2008,2008,"Hip","ClyTile","Stucco","Stucco","Stone",796,"Ex","TA","PConc","1","4","2","3",5644,"6",0,466,6110,"GasA","Ex","Y","SBrkr",4692,950,0,5642,"2","0","2","1","3","1","Ex",12,"Typ","3","3","2",2008,"1","2",1418,"5","5","Y",214,292,0,0,0,480,"3","NoFence","None",0,1,"2008","New","Partial",11.982929094216
1300,20,"RL",75,7500,"Pave","NoAlley","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,7,1959,1994,"Hip","CompShg","BrkFace","BrkFace","None",0,"TA","TA","CBlock","4","4","4","4",340,"5",906,0,1246,"GasA","Ex","Y","SBrkr",1246,0,0,1246,"1","0","1","1","3","1","Gd",6,"Typ","0","NoFire","2",1959,"2","1",305,"5","5","Y",218,0,0,0,0,0,"NoPool","1","None",0,5,"2010","WD","Normal",11.9447078813958
1301,60,"RL",0,10762,"Pave","NoAlley","IR1","Lvl","AllPub","CulDSac","Gtl","Gilbert","Norm","Norm","1Fam","2Story",7,5,1999,1999,"Gable","CompShg","VinylSd","VinylSd","None",344,"Gd","TA","PConc","3","4","4","3",694,"6",0,284,978,"GasA","Ex","Y","SBrkr",1005,978,0,1983,"0","0","2","1","3","1","Gd",9,"Typ","1","5","2",1999,"1","2",490,"5","5","Y",0,0,0,0,0,0,"NoPool","NoFence","None",0,5,"2009","WD","Normal",12.3238556811866
1302,70,"RL",0,7500,"Pave","NoAlley","IR1","Bnk","AllPub","Inside","Gtl","Crawfor","Norm","Norm","1Fam","2Story",6,7,1942,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","4","4","4","2",547,"6",0,224,771,"GasA","Fa","Y","SBrkr",753,741,0,1494,"0","0","1","0","3","1","Gd",7,"Typ","2","3","2",1942,"3","1",213,"5","5","P",0,0,0,0,224,0,"NoPool","NoFence","None",0,11,"2009","WD","Normal",12.0867258878976
1303,60,"RL",92,10120,"Pave","NoAlley","Reg","Lvl","AllPub","Inside","Gtl","NoRidge","Norm","Norm","1Fam","2Story",8,5,1994,1994,"Hip","CompShg","VinylSd","VinylSd","BrkFace",391,"Gd","TA","PConc","3","4","4","3",740,"6",0,425,1165,"GasA","Ex","Y","SBrkr",1203,1323,0,2526,"1","0","2","1","4","1","Gd",8,"Typ","1","5","2",1994,"2","3",844,"5","5","Y",309,78,0,0,0,0,"NoPool","NoFence","None",0,12,"2006","WD","Normal",12.5776362019627
1304,20,"RL",73,8688,"Pave","NoAlley","Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","1Story",7,5,2005,2005,"Gable","CompShg","VinylSd","VinylSd","BrkFace",228,"Gd","TA","PConc","3","4","1","6",0,"6",0,1616,1616,"GasA","Ex","Y","SBrkr",1616,0,0,1616,"0","0","2","0","3","1","Gd",7,"Typ","0","NoFire","2",2005,"2","3",834,"5","5","Y",208,59,0,0,0,0,"NoPool","NoFence","None",0,4,"2006","WD","Normal",12.3544926506484
1305,160,"RM",32,3363,"Pave","NoAlley","Reg","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","TwnhsE","2Story",7,5,2004,2004,"Gable","CompShg","VinylSd","VinylSd","Stone",117,"Gd","TA","PConc","3","4","4","6",0,"6",0,976,976,"GasA","Ex","Y","SBrkr",976,732,0,1708,"0","0","2","0","3","1","Gd",7,"Maj1","0","NoFire","6",2004,"3","2",380,"5","5","Y",0,40,0,0,0,0,"NoPool","NoFence","None",0,4,"2006","WD","Normal",11.7752897294377
1306,20,"RL",108,13173,"Pave","NoAlley","IR1","Lvl","AllPub","Corner","Gtl","NridgHt","Norm","Norm","1Fam","1Story",9,5,2006,2007,"Hip","CompShg","VinylSd","VinylSd","Stone",300,"Gd","TA","PConc","1","4","4","3",1572,"6",0,80,1652,"GasA","Ex","Y","SBrkr",1652,0,0,1652,"1","0","2","0","2","1","Ex",6,"Typ","2","1","2",2006,"1","2",840,"5","5","Y",404,102,0,0,0,0,"NoPool","NoFence","None",0,11,"2009","WD","Normal",12.6915804613119
1307,120,"RL",48,6955,"Pave","NoAlley","IR1","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","TwnhsE","1Story",7,5,2005,2006,"Gable","CompShg","VinylSd","VinylSd","Stone",94,"Gd","TA","PConc","3","4","4","6",0,"6",0,1368,1368,"GasA","Ex","Y","SBrkr",1368,0,0,1368,"0","0","2","0","2","1","Gd",6,"Typ","1","3","2",2005,"2","2",474,"5","5","Y",132,35,0,0,0,0,"NoPool","NoFence","None",0,9,"2006","New","Partial",12.2184951655287
1308,20,"RL",60,8072,"Pave","NoAlley","Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",5,5,1994,1995,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","Gd","PConc","3","2","4","1",746,"6",0,244,990,"GasA","Ex","Y","SBrkr",990,0,0,990,"1","0","1","0","3","1","TA",5,"Typ","0","NoFire","6",2000,"3","2",480,"5","5","Y",0,64,0,0,0,0,"NoPool","NoFence","None",0,5,"2009","WD","Normal",11.8350089641393
1309,20,"RM",100,12000,"Pave","NoAlley","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","1Story",5,7,1948,2005,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","4","4","4","3",144,"1",608,172,924,"GasA","Ex","Y","SBrkr",1122,0,0,1122,"1","0","1","0","2","1","Gd",6,"Typ","0","NoFire","2",1948,"3","2",528,"5","5","Y",0,36,0,0,0,0,"NoPool","2","None",0,5,"2008","WD","Normal",11.8981878657609
1310,20,"RL",0,7153,"Pave","NoAlley","Reg","Lvl","AllPub","Inside","Gtl","SawyerW","Norm","Norm","1Fam","1Story",6,5,1991,1991,"Gable","CompShg","HdBoard","HdBoard","BrkFace",88,"TA","TA","CBlock","3","4","4","3",1200,"6",0,78,1278,"GasA","Gd","Y","SBrkr",1294,0,0,1294,"1","0","2","0","3","1","Gd",6,"Typ","0","NoFire","2",1991,"2","2",496,"5","5","Y",112,51,0,0,0,0,"NoPool","2","None",0,6,"2008","WD","Normal",12.096257779523
